,NDPD1,NHAPD1,NIPD1,NRPD1,NDPD2,NHAPD2,NIPD2,NRPD2,HOCC1PD,HOCC2PD,NPPD1,NPPD2
44,250,594,2480,2254,153,499,1385,1240,18123,15171,250,153
45,230,667,2532,2260,167,459,1410,1281,18560,15463,230,167
46,230,621,2522,2288,125,451,1418,1297,18951,15789,230,125
47,231,631,2550,2291,142,445,1378,1259,19351,16092,231,142
48,255,594,2403,2224,151,446,1361,1245,19690,16387,255,151
49,231,618,2447,2210,151,452,1349,1216,20077,16688,231,151
50,246,581,2428,2224,132,482,1396,1229,20412,17038,246,132
51,259,628,2476,2260,129,441,1373,1255,20781,17350,259,129
52,232,607,2464,2251,122,455,1410,1258,21156,17683,232,122
53,228,580,2399,2179,133,455,1376,1220,21508,18005,228,133
54,210,600,2433,2201,161,472,1436,1250,21898,18316,210,161
55,223,595,2462,2248,150,466,1383,1263,22270,18632,223,150
56,231,600,2482,2211,128,450,1399,1246,22639,18954,231,128
57,239,659,2522,2246,153,461,1404,1274,23059,19262,239,153
58,259,615,2440,2171,125,450,1348,1249,23415,19587,259,125
59,233,626,2441,2200,144,457,1383,1259,23808,19900,233,144
60,252,601,2448,2201,142,499,1469,1300,24157,20257,252,142
61,252,619,2526,2287,145,478,1489,1334,24524,20590,252,145
62,222,640,2514,2261,158,481,1431,1325,24942,20913,222,158
63,219,639,2541,2275,132,506,1437,1220,25362,21287,219,132
64,244,625,2508,2248,128,451,1406,1249,25743,21610,244,128
65,236,624,2453,2213,139,468,1422,1267,26131,21939,236,139
66,243,586,2499,2286,152,499,1454,1304,26474,22286,243,152
67,232,601,2524,2292,134,504,1467,1307,26843,22656,232,134
68,253,615,2588,2352,146,444,1326,1205,27205,22954,253,146
69,237,626,2426,2197,140,475,1399,1264,27594,23289,237,140
70,222,637,2482,2235,152,447,1414,1321,28009,23584,222,152
71,242,595,2475,2270,122,446,1360,1211,28362,23908,242,122
72,205,633,2604,2377,151,445,1375,1248,28790,24202,205,151
73,230,665,2607,2341,135,449,1400,1278,29225,24516,230,135
74,251,604,2431,2216,122,474,1406,1274,29578,24868,251,122
75,219,618,2489,2241,143,490,1391,1228,29977,25215,219,143
76,222,671,2481,2219,143,469,1505,1365,30426,25541,222,143
77,224,639,2564,2329,150,451,1403,1279,30841,25842,224,150
78,252,634,2516,2281,115,471,1365,1250,31223,26198,252,115
79,231,646,2493,2254,151,445,1380,1259,31638,26492,231,151
80,247,576,2331,2145,130,473,1444,1292,31967,26835,247,130
81,225,643,2472,2195,142,476,1343,1191,32385,27169,225,142
82,250,641,2501,2248,141,510,1446,1248,32776,27538,250,141
83,267,570,2375,2179,161,454,1393,1302,33079,27831,267,161
84,231,637,2483,2233,152,489,1452,1301,33485,28168,231,152
85,217,595,2488,2257,132,490,1393,1244,33863,28526,217,132
86,214,613,2562,2345,156,450,1396,1252,34262,28820,214,156
87,250,630,2456,2235,142,415,1375,1279,34642,29093,250,142
88,251,661,2550,2237,137,479,1424,1242,35052,29435,251,137
89,275,613,2495,2251,131,451,1420,1288,35390,29755,275,131
90,221,632,2423,2188,139,446,1356,1247,35801,30062,221,139
91,249,622,2475,2209,132,474,1391,1234,36174,30404,249,132
92,251,624,2449,2199,138,507,1524,1348,36547,30773,251,138
93,220,632,2438,2221,147,479,1415,1228,36959,31105,220,147
94,236,635,2533,2310,140,482,1455,1302,37358,31447,236,140
95,228,624,2477,2271,138,438,1373,1253,37754,31747,228,138
96,223,608,2429,2195,150,487,1439,1265,38139,32084,223,150
97,264,661,2471,2200,152,457,1425,1275,38536,32389,264,152
98,223,578,2411,2218,159,474,1438,1288,38891,32704,223,159
99,219,643,2503,2256,167,455,1396,1287,39315,32992,219,167
100,235,643,2448,2200,126,462,1396,1259,39723,33328,235,126
101,256,612,2396,2180,142,466,1395,1248,40079,33652,256,142
102,239,637,2519,2270,133,483,1428,1276,40477,34002,239,133
103,211,606,2489,2285,122,469,1437,1302,40872,34349,211,122
104,212,623,2452,2239,130,455,1399,1256,41283,34674,212,130
105,254,641,2524,2264,141,457,1364,1245,41670,34990,254,141
106,239,619,2558,2369,141,451,1384,1289,42050,35300,239,141
107,232,616,2431,2171,121,447,1409,1288,42434,35626,232,121
108,232,651,2449,2147,132,472,1421,1287,42853,35966,232,132
109,258,593,2403,2188,145,419,1329,1243,43188,36240,258,145
110,251,643,2531,2274,147,466,1424,1265,43580,36559,251,147
111,222,619,2565,2325,136,459,1438,1309,43977,36882,222,136
112,236,603,2421,2195,155,447,1374,1238,44344,37174,236,155
113,213,581,2486,2282,138,416,1392,1306,44712,37452,213,138
114,247,592,2533,2291,144,469,1386,1233,45057,37777,247,144
115,220,607,2446,2220,144,463,1368,1197,45444,38096,220,144
116,252,652,2468,2201,148,452,1399,1259,45844,38400,252,148
117,218,657,2435,2140,124,439,1403,1274,46283,38715,218,124
118,257,599,2449,2253,143,477,1423,1227,46625,39049,257,143
119,263,577,2415,2228,149,444,1319,1213,46939,39344,263,149
120,232,615,2530,2289,149,473,1390,1248,47322,39668,232,149
121,246,609,2424,2173,145,454,1425,1269,47685,39977,246,145
122,211,627,2466,2242,138,469,1388,1224,48101,40308,211,138
123,228,645,2569,2317,150,455,1359,1205,48518,40613,228,150
124,276,570,2348,2168,158,466,1390,1224,48812,40921,276,158
125,211,581,2469,2283,139,486,1446,1254,49182,41268,211,139
126,240,629,2465,2238,140,477,1421,1273,49571,41605,240,140
127,232,557,2386,2200,137,495,1434,1285,49896,41963,232,137
128,210,615,2466,2209,151,415,1356,1269,50301,42227,210,151
129,227,619,2462,2237,140,500,1433,1261,50693,42587,227,140
130,214,619,2487,2258,131,474,1461,1290,51098,42930,214,131
131,218,615,2430,2174,123,457,1406,1277,51495,43264,218,123
132,212,585,2370,2178,133,483,1440,1276,51868,43614,212,133
133,234,631,2460,2194,141,480,1432,1296,52265,43953,234,141
134,242,645,2460,2221,147,500,1393,1201,52668,44306,242,147
135,237,594,2433,2232,146,478,1419,1275,53025,44638,237,146
136,211,662,2454,2155,145,441,1411,1287,53476,44934,211,145
137,249,627,2515,2264,148,449,1373,1271,53854,45235,249,148
138,259,640,2426,2139,146,436,1354,1214,54235,45525,259,146
139,250,608,2489,2282,142,443,1389,1284,54593,45826,250,142
140,220,628,2478,2200,138,462,1414,1293,55001,46150,220,138
141,228,614,2425,2233,134,459,1394,1255,55387,46475,228,134
142,219,604,2496,2276,123,412,1385,1306,55772,46764,219,123
143,231,619,2483,2284,148,494,1458,1304,56160,47110,231,148
144,237,589,2388,2192,125,462,1447,1306,56512,47447,237,125
145,260,578,2444,2239,135,442,1391,1261,56830,47754,260,135
146,220,591,2495,2309,148,468,1415,1303,57201,48074,220,148
147,228,571,2420,2225,149,460,1370,1224,57544,48385,228,149
148,217,635,2472,2188,146,479,1389,1221,57962,48718,217,146
149,208,617,2453,2176,136,432,1320,1203,58371,49014,208,136
150,231,651,2466,2197,153,498,1423,1253,58791,49359,231,153
151,232,578,2488,2285,115,456,1427,1291,59137,49700,232,115
152,233,634,2458,2190,136,457,1331,1210,59538,50021,233,136
153,256,639,2564,2320,155,435,1372,1265,59921,50301,256,155
154,245,628,2465,2248,137,497,1395,1211,60304,50661,245,137
155,223,571,2403,2203,137,478,1444,1313,60652,51002,223,137
156,205,611,2573,2336,131,454,1340,1218,61058,51325,205,131
157,237,619,2458,2230,132,450,1352,1223,61440,51643,237,132
158,223,597,2400,2197,139,467,1436,1298,61814,51971,223,139
159,241,609,2528,2314,154,472,1414,1277,62182,52289,241,154
160,221,586,2490,2292,158,458,1386,1241,62547,52589,221,158
161,233,573,2520,2311,144,470,1446,1279,62887,52915,233,144
162,226,610,2523,2315,138,487,1405,1249,63271,53264,226,138
163,206,604,2429,2196,141,452,1409,1263,63669,53575,206,141
164,205,655,2554,2292,136,500,1376,1193,64119,53939,205,136
165,232,632,2544,2258,147,493,1441,1271,64519,54285,232,147
166,236,648,2424,2136,135,476,1420,1277,64931,54626,236,135
167,247,572,2443,2264,149,535,1486,1256,65256,55012,247,149
168,240,583,2442,2217,154,473,1446,1311,65599,55331,240,154
169,212,613,2411,2173,154,443,1384,1295,66000,55620,212,154
170,231,628,2431,2189,154,472,1372,1242,66397,55938,231,154
171,237,611,2442,2175,121,439,1390,1283,66771,56256,237,121
172,228,633,2521,2304,124,413,1363,1255,67176,56545,228,124
173,248,613,2438,2187,154,459,1387,1271,67541,56850,248,154
174,209,618,2520,2305,125,420,1354,1248,67950,57145,209,125
175,223,626,2574,2327,143,506,1443,1228,68353,57508,223,143
176,241,653,2507,2261,148,460,1394,1264,68765,57820,241,148
177,252,599,2407,2183,154,494,1456,1267,69112,58160,252,154
178,232,617,2473,2234,150,460,1444,1304,69497,58470,232,150
179,241,614,2479,2263,142,459,1411,1262,69870,58787,241,142
180,234,641,2442,2186,119,448,1378,1285,70277,59116,234,119
181,242,626,2523,2294,118,460,1400,1262,70661,59458,242,118
182,202,605,2486,2256,155,466,1380,1243,71064,59769,202,155
183,267,605,2560,2321,142,508,1496,1309,71402,60135,267,142
184,213,599,2402,2184,120,487,1429,1270,71788,60502,213,120
185,216,606,2446,2250,150,502,1432,1229,72178,60854,216,150
186,219,605,2452,2204,134,428,1374,1269,72564,61148,219,134
187,238,640,2512,2291,135,484,1409,1243,72966,61497,238,135
188,237,694,2608,2345,165,478,1444,1258,73423,61810,237,165
189,223,606,2437,2174,147,449,1317,1198,73806,62112,223,147
190,249,594,2439,2217,135,459,1409,1291,74151,62436,249,135
191,225,617,2508,2297,136,456,1362,1247,74543,62756,225,136
192,216,638,2574,2328,136,470,1414,1281,74965,63090,216,136
193,243,617,2526,2347,143,468,1428,1263,75339,63415,243,143
194,244,594,2468,2242,137,466,1364,1225,75689,63744,244,137
195,250,595,2496,2291,148,464,1419,1281,76034,64060,250,148
196,249,621,2466,2202,125,494,1400,1245,76406,64429,249,125
197,237,601,2381,2186,162,478,1394,1256,76770,64745,237,162
198,218,643,2453,2162,166,440,1321,1227,77195,65019,218,166
199,215,633,2426,2207,145,446,1387,1270,77613,65320,215,145
200,237,591,2424,2232,133,484,1431,1309,77967,65671,237,133
201,219,605,2462,2242,127,434,1386,1295,78353,65978,219,127
202,202,613,2488,2262,121,474,1464,1290,78764,66331,202,121
203,204,609,2413,2221,124,440,1371,1223,79169,66647,204,124
204,225,600,2434,2217,141,472,1400,1287,79544,66978,225,141
205,226,610,2477,2256,143,462,1368,1247,79928,67297,226,143
206,213,596,2479,2247,155,455,1409,1307,80311,67597,213,155
207,237,611,2435,2211,148,469,1453,1310,80685,67918,237,148
208,232,629,2508,2237,117,459,1443,1340,81082,68260,232,117
209,221,605,2531,2288,119,452,1415,1282,81466,68593,221,119
210,268,622,2454,2234,153,477,1428,1292,81820,68917,268,153
211,267,615,2525,2293,151,477,1452,1284,82168,69243,267,151
212,241,659,2584,2308,141,449,1396,1292,82586,69551,241,141
213,244,606,2484,2240,171,443,1378,1257,82948,69823,244,171
214,215,598,2462,2244,115,455,1363,1191,83331,70163,215,115
215,216,670,2522,2251,136,479,1389,1237,83785,70506,216,136
216,235,642,2455,2179,164,486,1405,1244,84192,70828,235,164
217,229,611,2531,2330,139,448,1410,1306,84574,71137,229,139
218,247,616,2492,2297,150,467,1398,1255,84943,71454,247,150
219,241,643,2494,2251,115,448,1328,1175,85345,71787,241,115
220,221,616,2521,2326,137,516,1453,1223,85740,72166,221,137
221,219,602,2481,2292,131,490,1439,1278,86123,72525,219,131
222,221,625,2454,2161,150,449,1460,1350,86527,72824,221,150
223,237,618,2492,2247,137,481,1472,1335,86908,73168,237,137
224,217,641,2521,2238,140,504,1462,1315,87332,73532,217,140
225,257,634,2557,2317,125,477,1432,1255,87709,73884,257,125
226,219,617,2413,2154,151,461,1415,1275,88107,74194,219,151
227,239,609,2511,2293,141,466,1416,1267,88477,74519,239,141
228,241,608,2406,2199,138,472,1380,1222,88844,74853,241,138
229,221,641,2547,2304,125,461,1377,1240,89264,75189,221,125
230,224,584,2502,2330,132,480,1398,1270,89624,75537,224,132
231,234,623,2442,2209,156,459,1438,1290,90013,75840,234,156
232,216,629,2531,2330,156,475,1406,1242,90426,76159,216,156
233,240,634,2493,2240,126,449,1394,1288,90820,76482,240,126
234,249,605,2446,2251,129,460,1369,1241,91176,76813,249,129
235,225,618,2545,2300,143,464,1354,1223,91569,77134,225,143
236,232,615,2484,2280,145,501,1438,1280,91952,77490,232,145
237,225,624,2523,2284,153,450,1378,1226,92351,77787,225,153
238,209,649,2483,2213,138,458,1373,1232,92791,78107,209,138
239,227,606,2419,2185,152,469,1420,1317,93170,78424,227,152
240,230,645,2517,2237,163,461,1367,1268,93585,78722,230,163
241,237,517,2343,2172,138,477,1366,1217,93865,79061,237,138
242,265,593,2386,2200,134,467,1403,1250,94193,79394,265,134
243,243,626,2504,2232,167,509,1425,1214,94576,79736,243,167
244,227,637,2508,2283,128,487,1445,1253,94986,80095,227,128
245,258,586,2443,2246,140,472,1420,1265,95314,80427,258,140
246,238,604,2471,2253,139,461,1365,1228,95680,80749,238,139
247,251,596,2478,2233,151,470,1416,1256,96025,81068,251,151
248,235,655,2573,2282,149,449,1357,1226,96445,81368,235,149
249,228,620,2468,2252,160,450,1385,1246,96837,81658,228,160
250,223,587,2401,2181,140,453,1380,1285,97201,81971,223,140
251,230,606,2520,2273,150,476,1378,1219,97577,82297,230,150
252,229,612,2515,2285,149,446,1322,1186,97960,82594,229,149
253,232,651,2502,2251,133,445,1369,1213,98379,82906,232,133
254,242,630,2477,2235,132,414,1371,1293,98767,83188,242,132
255,252,615,2493,2258,125,485,1433,1270,99130,83548,252,125
256,202,621,2507,2228,139,469,1380,1245,99549,83878,202,139
257,246,618,2421,2176,133,479,1377,1218,99921,84224,246,133
258,234,633,2523,2261,141,457,1457,1348,100320,84540,234,141
259,243,610,2489,2236,131,494,1456,1316,100687,84903,243,131
260,216,649,2519,2282,128,466,1363,1213,101120,85241,216,128
261,241,575,2481,2262,139,464,1432,1326,101454,85566,241,139
262,237,596,2393,2196,150,446,1374,1243,101813,85862,237,150
263,200,563,2476,2292,138,469,1426,1278,102176,86193,200,138
264,230,670,2543,2256,139,441,1401,1297,102616,86495,230,139
265,249,633,2518,2291,142,473,1438,1270,103000,86826,249,142
266,248,614,2483,2264,145,449,1393,1257,103366,87130,248,145
267,241,611,2512,2327,129,458,1385,1251,103736,87459,241,129
268,227,606,2423,2195,152,480,1431,1246,104115,87787,227,152
269,250,582,2413,2171,128,474,1351,1188,104447,88133,250,128
270,218,636,2504,2206,135,492,1398,1240,104865,88490,218,135
271,237,659,2490,2235,144,430,1360,1274,105287,88776,237,144
272,263,597,2472,2255,147,461,1404,1265,105621,89090,263,147
273,242,623,2503,2265,133,472,1458,1286,106002,89429,242,133
274,222,624,2541,2280,156,449,1401,1279,106404,89722,222,156
275,268,628,2456,2173,147,502,1436,1233,106764,90077,268,147
276,237,564,2471,2307,140,465,1420,1304,107091,90402,237,140
277,236,613,2432,2158,144,491,1441,1308,107468,90749,236,144
278,225,597,2535,2312,149,435,1415,1308,107840,91035,225,149
279,235,611,2524,2272,133,453,1374,1221,108216,91355,235,133
280,241,637,2457,2221,144,450,1384,1259,108612,91661,241,144
281,239,627,2510,2251,133,492,1413,1253,109000,92020,239,133
282,232,629,2479,2219,125,419,1312,1247,109397,92314,232,125
283,260,647,2475,2208,129,441,1387,1249,109784,92626,260,129
284,254,661,2588,2306,131,456,1354,1216,110191,92951,254,131
285,242,617,2509,2295,146,497,1430,1255,110566,93302,242,146
286,230,631,2542,2338,132,457,1407,1254,110967,93627,230,132
287,234,623,2478,2275,155,442,1365,1251,111356,93914,234,155
288,262,625,2485,2216,130,457,1388,1268,111719,94241,262,130
289,222,658,2589,2341,146,496,1462,1296,112155,94591,222,146
290,276,619,2453,2232,167,462,1422,1261,112498,94886,276,167
291,222,629,2452,2191,168,447,1395,1278,112905,95165,222,168
292,205,642,2506,2242,145,479,1366,1189,113342,95499,205,145
293,274,609,2479,2271,119,421,1318,1226,113677,95801,274,119
294,204,608,2391,2177,137,423,1323,1199,114081,96087,204,137
295,226,616,2498,2252,140,438,1391,1285,114471,96385,226,140
296,219,633,2487,2245,134,494,1443,1297,114885,96745,219,134
297,223,580,2435,2245,119,455,1435,1309,115242,97081,223,119
298,238,580,2379,2156,149,486,1452,1283,115584,97418,238,149
299,223,642,2494,2243,140,473,1398,1241,116003,97751,223,140
300,232,581,2406,2238,143,501,1438,1249,116352,98109,232,143
301,254,610,2508,2276,140,493,1398,1235,116708,98462,254,140
302,218,673,2492,2219,146,472,1419,1272,117163,98788,218,146
303,244,617,2465,2236,136,473,1354,1195,117536,99125,244,136
304,216,624,2427,2197,124,429,1313,1236,117944,99430,216,124
305,222,641,2497,2226,136,449,1382,1248,118363,99743,222,136
306,220,587,2375,2155,136,451,1438,1337,118730,100058,220,136
307,224,601,2428,2212,124,439,1369,1246,119107,100373,224,124
308,225,634,2399,2142,136,468,1388,1234,119516,100705,225,136
309,234,622,2456,2210,142,450,1420,1274,119904,101013,234,142
310,230,624,2527,2266,130,494,1426,1248,120298,101377,230,130
311,225,618,2459,2224,136,440,1414,1282,120691,101681,225,136
312,231,623,2472,2274,144,457,1366,1235,121083,101994,231,144
313,216,605,2450,2266,124,473,1421,1264,121472,102343,216,124
314,252,633,2452,2241,147,443,1403,1295,121853,102639,252,147
315,228,607,2534,2324,133,442,1361,1231,122232,102948,228,133
316,259,642,2409,2131,149,453,1382,1244,122615,103252,259,149
317,245,626,2527,2304,144,458,1382,1227,122996,103566,245,144
318,210,598,2408,2226,130,428,1377,1266,123384,103864,210,130
319,208,624,2439,2205,136,399,1323,1233,123800,104127,208,136
320,210,607,2517,2275,129,432,1330,1218,124197,104430,210,129
321,225,596,2435,2232,135,472,1414,1256,124568,104767,225,135
322,235,603,2423,2229,141,479,1379,1191,124936,105105,235,141
323,238,607,2437,2205,134,451,1401,1249,125305,105422,238,134
324,242,621,2471,2266,123,451,1416,1310,125684,105750,242,123
325,212,621,2490,2257,128,454,1367,1301,126093,106076,212,128
326,242,570,2383,2187,147,501,1440,1254,126421,106430,242,147
327,216,605,2451,2231,125,453,1361,1236,126810,106758,216,125
328,229,589,2409,2224,153,484,1416,1263,127170,107089,229,153
329,208,612,2506,2272,145,448,1378,1267,127574,107392,208,145
330,237,622,2549,2326,139,520,1468,1256,127959,107773,237,139
331,235,586,2416,2202,146,447,1400,1271,128310,108074,235,146
332,235,570,2380,2163,148,454,1361,1256,128645,108380,235,148
333,233,589,2458,2244,158,488,1441,1271,129001,108710,233,158
334,236,625,2481,2237,128,470,1393,1267,129390,109052,236,128
335,226,604,2403,2152,142,445,1366,1246,129768,109355,226,142
336,210,597,2462,2245,124,488,1483,1295,130155,109719,210,124
337,240,670,2537,2246,130,472,1332,1193,130585,110061,240,130
338,210,609,2488,2273,152,437,1352,1241,130984,110346,210,152
339,238,640,2411,2147,142,477,1446,1261,131386,110681,238,142
340,204,632,2455,2202,131,494,1491,1315,131814,111044,204,131
341,266,600,2421,2188,143,452,1381,1272,132148,111353,266,143
342,249,592,2436,2209,133,449,1377,1245,132491,111669,249,133
343,229,631,2531,2279,146,477,1415,1223,132893,112000,229,146
344,248,639,2526,2275,136,477,1405,1255,133284,112341,248,136
345,206,627,2472,2236,125,451,1377,1260,133705,112667,206,125
346,223,584,2423,2244,163,462,1401,1246,134066,112966,223,163
347,237,598,2421,2204,148,455,1398,1249,134427,113273,237,148
348,254,563,2444,2249,153,479,1411,1294,134736,113599,254,153
349,215,594,2429,2230,152,502,1483,1325,135115,113949,215,152
350,213,656,2565,2278,133,486,1483,1312,135558,114302,213,133
351,225,595,2418,2174,139,449,1419,1291,135928,114612,225,139
352,229,694,2500,2208,145,462,1347,1216,136393,114929,229,145
353,235,611,2464,2238,159,457,1427,1280,136769,115227,235,159
354,205,622,2440,2195,150,512,1496,1321,137186,115589,205,150
355,250,588,2465,2265,152,487,1425,1267,137524,115924,250,152
356,269,581,2471,2264,152,451,1370,1239,137836,116223,269,152
357,243,594,2409,2224,157,447,1343,1195,138187,116513,243,157
358,222,612,2467,2197,142,442,1321,1206,138577,116813,222,142
359,227,635,2405,2141,154,448,1400,1309,138985,117107,227,154
360,220,655,2533,2283,138,487,1395,1230,139420,117456,220,138
361,252,618,2476,2265,137,471,1404,1243,139786,117790,252,137
362,235,611,2412,2184,157,492,1372,1183,140162,118125,235,157
363,235,632,2432,2161,148,457,1382,1256,140559,118434,235,148
364,245,590,2418,2249,146,487,1401,1212,140904,118775,245,146
365,219,623,2455,2243,157,484,1428,1255,141308,119102,219,157
366,242,580,2478,2259,143,473,1439,1311,141646,119432,242,143
367,232,603,2472,2239,140,459,1426,1323,142017,119751,232,140
368,225,590,2443,2237,154,427,1403,1292,142382,120024,225,154
369,254,609,2506,2298,137,462,1415,1249,142737,120349,254,137
370,232,591,2433,2205,131,462,1421,1300,143096,120680,232,131
371,211,592,2464,2257,104,447,1362,1233,143477,121023,211,104
372,217,582,2373,2163,134,469,1442,1304,143842,121358,217,134
373,213,640,2515,2267,163,463,1385,1209,144269,121658,213,163
374,215,547,2419,2240,129,422,1367,1259,144601,121951,215,129
375,225,647,2527,2249,153,484,1467,1296,145023,122282,225,153
376,232,614,2440,2208,136,460,1366,1235,145405,122606,232,136
377,240,585,2442,2225,145,425,1363,1261,145750,122886,240,145
378,252,648,2598,2301,152,475,1460,1307,146146,123209,252,152
379,233,624,2498,2223,144,479,1401,1258,146537,123544,233,144
380,213,645,2455,2198,148,464,1422,1286,146969,123860,213,148
381,237,668,2521,2199,143,466,1407,1284,147400,124183,237,143
382,262,600,2354,2142,155,476,1440,1262,147738,124504,262,155
383,256,622,2489,2225,158,471,1415,1271,148104,124817,256,158
384,208,648,2523,2247,136,465,1441,1303,148544,125146,208,136
385,232,645,2503,2235,171,498,1412,1200,148957,125473,232,171
386,256,594,2504,2298,166,460,1430,1274,149295,125767,256,166
387,263,596,2542,2302,143,464,1407,1273,149628,126088,263,143
388,211,603,2461,2249,126,476,1426,1266,150020,126438,211,126
389,232,623,2496,2276,152,485,1450,1297,150411,126771,232,152
390,213,571,2422,2254,145,466,1450,1279,150769,127092,213,145
391,241,610,2478,2219,155,498,1389,1225,151138,127435,241,155
392,228,651,2488,2224,172,471,1375,1238,151561,127734,228,172
393,242,614,2492,2267,136,482,1458,1288,151933,128080,242,136
394,228,586,2464,2273,147,483,1366,1198,152291,128416,228,147
395,243,631,2453,2223,139,464,1409,1281,152679,128741,243,139
396,238,600,2466,2248,146,453,1433,1312,153041,129048,238,146
397,243,586,2449,2257,152,436,1368,1243,153384,129332,243,152
398,246,622,2512,2275,147,481,1368,1235,153760,129666,246,147
399,219,594,2477,2248,163,500,1461,1289,154135,130003,219,163
400,246,582,2442,2232,152,481,1443,1277,154471,130332,246,152
401,220,662,2493,2211,140,457,1419,1267,154913,130649,220,140
402,240,646,2522,2254,135,481,1397,1282,155319,130995,240,135
403,232,606,2408,2174,155,450,1371,1255,155693,131290,232,155
404,197,588,2386,2192,143,460,1427,1304,156084,131607,197,143
405,219,599,2493,2286,135,464,1421,1288,156464,131936,219,135
406,226,611,2567,2320,128,466,1358,1224,156849,132274,226,128
407,204,579,2468,2269,148,460,1412,1279,157224,132586,204,148
408,225,590,2379,2180,150,458,1401,1281,157589,132894,225,150
409,228,611,2431,2238,137,462,1436,1294,157972,133219,228,137
410,234,638,2532,2311,139,477,1457,1299,158376,133557,234,139
411,204,653,2486,2201,120,438,1376,1234,158825,133875,204,120
412,279,645,2524,2273,114,481,1362,1190,159191,134242,279,114
413,220,619,2601,2329,135,473,1431,1256,159590,134580,220,135
414,190,635,2434,2218,141,447,1413,1323,160035,134886,190,141
415,228,613,2461,2241,128,501,1379,1196,160420,135259,228,128
416,239,616,2464,2287,162,486,1501,1343,160797,135583,239,162
417,241,603,2373,2121,135,465,1416,1293,161159,135913,241,135
418,214,617,2437,2235,140,440,1362,1214,161562,136213,214,140
419,210,630,2507,2281,140,494,1420,1261,161982,136567,210,140
420,233,617,2506,2259,132,468,1343,1198,162366,136903,233,132
421,234,669,2530,2250,152,498,1443,1262,162801,137249,234,152
422,220,543,2373,2208,144,441,1361,1246,163124,137546,220,144
423,236,609,2433,2194,133,442,1380,1273,163497,137855,236,133
424,236,617,2404,2179,129,424,1410,1311,163878,138150,236,129
425,218,593,2430,2221,150,475,1448,1315,164253,138475,218,150
426,234,598,2438,2201,143,448,1375,1276,164617,138780,234,143
427,244,616,2430,2179,138,427,1395,1322,164989,139069,244,138
428,227,587,2391,2211,158,478,1451,1273,165349,139389,227,158
429,220,628,2449,2178,130,463,1419,1272,165757,139722,220,130
430,249,622,2361,2123,120,459,1401,1238,166130,140061,249,120
431,222,599,2420,2225,150,442,1342,1230,166507,140353,222,150
