,NDPD1,NHAPD1,NIPD1,NRPD1,NDPD2,NHAPD2,NIPD2,NRPD2,HOCC1PD,HOCC2PD,NPPD1,NPPD2
289,222,624,2445,2238,122,452,1381,1217,112122,94209,222,122
290,232,633,2490,2226,138,470,1409,1264,112523,94541,232,138
291,223,595,2476,2245,117,485,1403,1239,112895,94909,223,117
292,285,641,2508,2277,161,438,1392,1266,113251,95186,285,161
293,264,609,2482,2242,145,490,1433,1299,113596,95531,264,145
294,251,628,2441,2183,141,462,1389,1258,113973,95852,251,141
295,244,653,2544,2305,144,460,1406,1282,114382,96168,244,144
296,235,638,2491,2275,135,442,1395,1276,114785,96475,235,135
297,262,603,2511,2273,135,446,1363,1221,115126,96786,262,135
298,218,610,2425,2213,123,466,1435,1325,115518,97129,218,123
299,222,632,2522,2275,139,471,1373,1191,115928,97461,222,139
300,244,622,2515,2307,147,441,1375,1245,116306,97755,244,147
301,226,601,2425,2178,134,501,1425,1248,116681,98122,226,134
302,259,650,2544,2259,139,503,1422,1233,117072,98486,259,139
303,224,609,2443,2215,138,460,1412,1271,117457,98808,224,138
304,218,609,2525,2301,150,438,1363,1234,117848,99096,218,150
305,236,632,2492,2257,133,447,1405,1250,118244,99410,236,133
306,221,645,2466,2199,121,431,1358,1241,118668,99720,221,121
307,229,663,2534,2265,146,482,1410,1230,119102,100056,229,146
308,267,664,2541,2254,164,480,1399,1232,119499,100372,267,164
309,215,582,2477,2290,130,469,1384,1252,119866,100711,215,130
310,245,587,2442,2254,135,473,1415,1221,120208,101049,245,135
311,212,626,2482,2241,150,499,1488,1354,120622,101398,212,150
312,225,587,2441,2274,153,453,1428,1289,120984,101698,225,153
313,246,622,2480,2242,156,425,1353,1263,121360,101967,246,156
314,230,602,2452,2241,132,449,1352,1218,121732,102284,230,132
315,218,653,2495,2186,133,470,1390,1248,122167,102621,218,133
316,259,608,2506,2253,151,493,1423,1240,122516,102963,259,151
317,256,620,2457,2240,136,469,1417,1282,122880,103296,256,136
318,217,606,2461,2208,135,474,1376,1234,123269,103635,217,135
319,235,603,2371,2155,126,425,1349,1234,123637,103934,235,126
320,234,596,2440,2229,164,500,1426,1288,123999,104270,234,164
321,202,633,2484,2223,147,468,1405,1255,124430,104591,202,147
322,251,624,2488,2261,141,455,1386,1245,124803,104905,251,141
323,232,609,2515,2296,148,445,1355,1198,125180,105202,232,148
324,236,602,2504,2250,164,455,1378,1254,125546,105493,236,164
325,219,623,2459,2212,134,432,1353,1241,125950,105791,219,134
326,243,604,2447,2249,121,447,1374,1248,126311,106117,243,121
327,205,597,2370,2179,143,442,1360,1236,126703,106416,205,143
328,260,595,2442,2208,140,434,1368,1266,127038,106710,260,140
329,200,619,2509,2262,141,440,1372,1238,127457,107009,200,141
330,240,601,2413,2196,131,455,1393,1252,127818,107333,240,131
331,238,582,2431,2233,144,449,1398,1279,128162,107638,238,144
332,257,634,2445,2178,117,483,1414,1245,128539,108004,257,117
333,209,578,2422,2216,135,472,1476,1313,128908,108341,209,135
334,241,637,2465,2221,118,453,1414,1274,129304,108676,241,118
335,250,613,2463,2221,153,486,1438,1267,129667,109009,250,153
336,212,628,2447,2191,147,441,1354,1219,130083,109303,212,147
337,247,602,2442,2202,132,474,1394,1275,130438,109645,247,132
338,231,640,2528,2294,134,500,1356,1180,130847,110011,231,134
339,218,690,2439,2146,155,460,1397,1257,131319,110316,218,155
340,235,600,2364,2127,136,462,1464,1337,131684,110642,235,136
341,233,615,2526,2295,136,437,1438,1339,132066,110943,233,136
342,205,604,2485,2268,154,455,1438,1310,132465,111244,205,154
343,221,586,2400,2223,148,425,1323,1240,132830,111521,221,148
344,230,627,2414,2174,129,431,1322,1181,133227,111823,230,129
345,245,623,2543,2275,144,475,1366,1217,133605,112154,245,144
346,255,608,2433,2228,125,497,1382,1226,133958,112526,255,125
347,224,655,2452,2172,131,456,1378,1211,134389,112851,224,131
348,268,645,2537,2303,148,457,1376,1233,134766,113160,268,148
349,259,628,2412,2183,132,464,1392,1255,135135,113492,259,132
350,228,599,2494,2292,125,477,1373,1189,135506,113844,228,125
351,225,607,2463,2275,139,493,1433,1273,135888,114198,225,139
352,238,635,2493,2234,132,465,1388,1292,136285,114531,238,132
353,223,604,2472,2242,131,450,1381,1259,136666,114850,223,131
354,239,569,2372,2149,141,456,1408,1291,136996,115165,239,141
355,243,597,2413,2216,157,488,1438,1285,137350,115496,243,157
356,235,613,2482,2234,126,457,1437,1274,137728,115827,235,126
357,234,581,2407,2200,141,433,1385,1259,138075,116119,234,141
358,224,610,2460,2233,136,479,1441,1263,138461,116462,224,136
359,209,619,2489,2266,147,498,1420,1248,138871,116813,209,147
360,210,629,2555,2306,149,430,1367,1258,139290,117094,210,149
361,258,577,2460,2264,150,457,1376,1224,139609,117401,258,150
362,216,601,2604,2357,133,461,1421,1297,139994,117729,216,133
363,244,621,2611,2374,143,426,1433,1359,140371,118012,244,143
364,219,621,2448,2218,137,460,1380,1242,140773,118335,219,137
365,251,618,2466,2210,124,471,1411,1288,141140,118682,251,124
366,254,617,2476,2251,148,448,1343,1200,141503,118982,254,148
367,234,661,2512,2230,160,452,1343,1196,141930,119274,234,160
368,225,597,2417,2223,145,461,1392,1225,142302,119590,225,145
369,214,593,2396,2157,138,473,1347,1187,142681,119925,214,138
370,244,608,2494,2265,137,424,1343,1234,143045,120212,244,137
371,221,606,2496,2249,128,446,1382,1264,143430,120530,221,128
372,232,626,2521,2260,121,469,1364,1212,143824,120878,232,121
373,238,631,2472,2228,152,445,1390,1267,144217,121171,238,152
374,241,656,2490,2248,151,446,1348,1227,144632,121466,241,151
375,224,620,2467,2247,140,452,1385,1241,145028,121778,224,140
376,232,589,2442,2235,139,473,1440,1258,145385,122112,232,139
377,249,601,2434,2198,129,467,1403,1280,145737,122450,249,129
378,248,573,2396,2209,140,484,1375,1250,146062,122794,248,140
379,212,651,2541,2288,119,482,1434,1260,146501,123157,212,119
380,198,602,2504,2261,152,475,1426,1286,146905,123480,198,152
381,242,573,2447,2272,152,456,1435,1281,147236,123784,242,152
382,235,615,2502,2237,139,445,1408,1281,147616,124090,235,139
383,235,634,2469,2222,147,482,1402,1233,148015,124425,235,147
384,238,610,2455,2244,146,472,1429,1273,148387,124751,238,146
385,243,604,2503,2274,160,488,1401,1233,148748,125079,243,160
386,224,595,2419,2169,141,458,1382,1251,149119,125396,224,141
387,229,590,2355,2117,157,468,1397,1235,149480,125707,229,157
388,237,630,2536,2271,138,445,1401,1287,149873,126014,237,138
389,218,648,2469,2239,137,464,1373,1201,150303,126341,218,137
390,240,639,2409,2153,145,462,1439,1302,150702,126658,240,145
391,225,615,2479,2278,156,465,1392,1276,151092,126967,225,156
392,209,560,2473,2302,147,461,1381,1231,151443,127281,209,147
393,232,614,2437,2188,125,409,1336,1252,151825,127565,232,125
394,219,638,2396,2122,139,442,1364,1211,152244,127868,219,139
395,226,639,2477,2221,156,452,1394,1264,152657,128164,226,156
396,231,624,2448,2216,137,486,1454,1275,153050,128513,231,137
397,247,597,2413,2215,169,450,1346,1236,153400,128794,247,169
398,230,606,2500,2303,152,508,1468,1283,153776,129150,230,152
399,230,573,2412,2243,148,461,1403,1238,154119,129463,230,148
400,232,633,2460,2216,142,446,1376,1233,154520,129767,232,142
401,220,619,2537,2294,151,488,1451,1275,154919,130104,220,151
402,240,555,2415,2203,138,462,1367,1217,155234,130428,240,138
403,231,599,2446,2230,125,485,1431,1232,155602,130788,231,125
404,223,601,2371,2129,154,459,1351,1227,155980,131093,223,154
405,215,635,2491,2256,149,476,1430,1246,156400,131420,215,149
406,237,632,2432,2182,157,445,1380,1232,156795,131708,237,157
407,236,618,2449,2204,144,496,1452,1276,157177,132060,236,144
408,218,636,2536,2274,149,447,1416,1301,157595,132358,218,149
409,236,638,2458,2200,141,453,1389,1281,157997,132670,236,141
410,228,622,2432,2217,152,467,1413,1270,158391,132985,228,152
411,243,600,2499,2272,156,465,1437,1300,158748,133294,243,156
412,233,606,2445,2224,139,492,1444,1268,159121,133647,233,139
413,223,612,2440,2224,149,476,1395,1262,159510,133974,223,149
414,245,596,2477,2261,150,459,1413,1266,159861,134283,245,150
415,232,570,2496,2279,148,488,1438,1257,160199,134623,232,148
416,219,640,2482,2240,141,452,1377,1257,160620,134934,219,141
417,226,604,2391,2181,147,443,1360,1271,160998,135230,226,147
418,220,613,2452,2188,155,441,1344,1214,161391,135516,220,155
419,233,624,2565,2341,115,482,1413,1239,161782,135883,233,115
420,222,639,2485,2244,134,467,1423,1304,162199,136216,222,134
421,246,663,2506,2243,144,451,1395,1261,162616,136523,246,144
422,217,640,2555,2284,148,422,1347,1219,163039,136797,217,148
423,228,648,2488,2213,147,430,1382,1277,163459,137080,228,147
424,237,617,2449,2244,147,480,1390,1204,163839,137413,237,147
425,229,599,2448,2217,137,450,1426,1292,164209,137726,229,137
426,221,621,2449,2220,130,457,1326,1194,164609,138053,221,130
427,239,622,2465,2253,142,447,1403,1261,164992,138358,239,142
428,214,628,2482,2227,120,445,1369,1246,165406,138683,214,120
429,247,634,2471,2229,141,485,1444,1291,165793,139027,247,141
430,270,609,2428,2202,125,452,1410,1282,166132,139354,270,125
431,256,592,2454,2232,131,472,1422,1266,166468,139695,256,131
